Restaurant ID,Restaurant Name,City,Address,Locality Verbose,Longitude,Latitude,Cuisines,Average_Cost_for_two,Has Table booking,Has Online delivery,Price_range,Aggregate_rating,Rating text,Votes
4200,Balaji Dhaba,New Delhi,"4, Satyaniketan Market, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1689617,28.5876911,North Indian,300,0,0,1,2.7,Average,11
4201,Bhukkad,New Delhi,"295, First Floor, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.169099,28.588787,North Indian,500,0,1,2,3.2,Average,8
4202,Cafe Coffee Day,New Delhi,"13, South Campus, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1688269,28.5884398,Cafe,450,0,0,1,3.3,Average,78
4203,Cafe Cones & Curries,New Delhi,"Shop 7, Ground Floor, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1672543,28.5877965,"Fast Food, North Indian",400,0,0,1,3.1,Average,6
4204,Cafe Trance & Lounge,New Delhi,"286, Basement, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1688109,28.5884242,"Cafe, Fast Food",500,0,0,2,2.6,Average,21
4205,Chinese Hut,New Delhi,"181, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1693212,28.587367,Chinese,500,0,1,2,3.2,Average,33
4206,Chocolate Square,New Delhi,"116, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1688269,28.5880814,"Bakery, Desserts",300,0,0,1,3.4,Average,76
4207,Chocolate Temptation,New Delhi,"6No, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1684226,28.5878187,"Bakery, Desserts",500,0,1,2,3.3,Average,62
4208,Flirty Momo's,New Delhi,"Shop 3, Building 12, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1683952,28.5883364,Chinese,350,0,0,1,3,Average,8
4209,Food Junkies,New Delhi,"181/2, Satya Niketan Market, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",0,0,"North Indian, Chinese, Mughlai",300,0,0,1,3.2,Average,11
4210,Frozen Fantasy,New Delhi,"295, Satyaniketan Market, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1691415,28.5888732,"Desserts, Beverages",300,0,0,1,3.3,Average,31
4211,Hooters,New Delhi,"297, Satyaniketan, New Delhi","Satyaniketan, New Delhi",0,0,"Continental, Mexican, Fast Food, North Indian, Chinese",500,0,0,2,3.1,Average,6
4212,Katwalk Lounge,New Delhi,"68, Near Venkateshwara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1683813,28.5880382,"Cafe, Italian",600,0,0,2,3.3,Average,22
4213,Mom Hand Momos,New Delhi,"Opposite Venkateshwara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.16901079,28.58770395,Chinese,100,0,0,1,3.3,Average,8
4214,Muradabadi Biryani Centre,New Delhi,"Shop 2, Mini Market, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1690325,28.5875051,Mughlai,450,0,0,1,2.9,Average,20
4215,NCR Cafe ,New Delhi,"3rd Floor, Building 15, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1670746,28.5876001,"Cafe, Chinese, Fast Food",800,0,0,2,3,Average,4
4216,Peri Peri Momos,New Delhi,"57, Satya Niketan Road, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.16854351,28.58765741,"Chinese, Fast Food",300,0,0,1,3.2,Average,9
4217,Rosartí© Chocolate,New Delhi,"A/19, West End, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1652844,28.5738064,Desserts,200,0,0,1,3.4,Average,15
4218,Shanghai Restaurant,New Delhi,"9, Satyaniketan Market, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1691415,28.587529,"North Indian, Mughlai, Chinese",300,0,0,1,2.5,Average,23
4219,SharpShooters Roof Top Cafe,New Delhi,"282, Roof Top, Benito Juarez Marg, South Moti Bagh, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1687371,28.5885208,"Cafe, Chinese, Italian",450,0,0,1,3,Average,18
4220,Stuti Restaurant,New Delhi,"6, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1689617,28.5875118,North Indian,250,0,0,1,3,Average,26
4221,The Addictions,New Delhi,"99, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1683776,28.5879488,"North Indian, Chinese",450,0,0,1,2.6,Average,31
4222,The Kahuna,New Delhi,"House 4-5, Opposite Venkateshwara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",0,0,"Chinese, Continental, Italian, North Indian",800,0,0,2,3.1,Average,27
4223,Turn Up,New Delhi,"296, 2nd Floor Satyaniketan, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1692496,28.5887711,"North Indian, Chinese",1200,0,0,3,3,Average,6
4224,Wow! Momo,New Delhi,"289, Opposite Venkateshwar College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1691141,28.5887241,"Chinese, Fast Food",350,0,0,1,3.4,Average,154
4225,Echoes Satyaniketan,New Delhi,"17, 1st Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1671645,28.5876087,"Cafe, Continental, Italian, Mexican, Chinese, American",600,0,0,2,4.7,Excellent,1563
4226,#OFF Campus,New Delhi,"284, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1687371,28.5885208,"Cafe, Continental, Italian, Fast Food",800,1,1,2,3.7,Good,216
4227,2 Bandits Lounge & Bar,New Delhi,"16, 1st & 2nd Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1670164,28.5876339,"Italian, Continental, Mexican, North Indian",1500,1,0,3,3.9,Good,1316
4228,"34, Chowringhee Lane",New Delhi,"93, Opposite Venkateswara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1684675,28.5884054,Fast Food,350,0,0,1,3.5,Good,345
4229,Amigo's Hub,New Delhi,"96, Opposite Sri Venkateswara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1683327,28.5879893,"Cafe, Fast Food",500,0,1,2,3.7,Good,193
4230,CAD M CAD B,New Delhi,"Shop 1No, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1690522,28.5875169,"Fast Food, Italian, Beverages",600,0,1,2,3.5,Good,60
4231,Cafe 121,New Delhi,"121, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1686921,28.5882925,"Continental, American, Italian, North Indian, Chinese",600,0,1,2,3.6,Good,23
4232,Cafe Hera Pheri,New Delhi,"2, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1676138,28.5879205,"Cafe, Italian, Chinese, North Indian",500,0,0,2,3.8,Good,401
4233,Cafe Tansen,New Delhi,"14, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1670746,28.5876897,"North Indian, Chinese",950,1,0,2,3.5,Good,20
4234,CafíÂ Befikre,New Delhi,"289, 1st Floor, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.17,28.59,"Chinese, Continental",600,0,1,2,3.8,Good,80
4235,Cafí© 1No1,New Delhi,"1No1, Opposite Venkateshwara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1683776,28.5879488,"Cafe, Italian, North Indian",600,0,1,2,3.6,Good,365
4236,Canteen Till I Die,New Delhi,"1No7, Ground Floor, Opposite Sri Venkateswara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1684226,28.5879083,"Cafe, Fast Food",300,0,0,1,3.9,Good,91
4237,China Bowl,New Delhi,"1No, Satyaniketan Market, Opposite Venkateshwara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1674341,28.5879033,"Chinese, Thai, Japanese, Tibetan",800,0,1,2,3.9,Good,363
4238,Chowringhee,New Delhi,"93, Opposite Venkateswara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1682428,28.5880703,"Street Food, Chinese, North Indian",600,0,1,2,3.6,Good,364
4239,Crazy Kitchen Lounge & Terrace,New Delhi,"37, Near HDFC ATM, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1678462,28.5881358,"North Indian, Chinese, Italian",700,0,1,2,3.9,Good,176
4240,FrenZone,New Delhi,"17, Ground Floor, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1670746,28.5876001,"North Indian, Chinese, Fast Food, Cafe",800,1,1,2,3.9,Good,288
4241,Giani,New Delhi,"Shop 93, Main Market, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1683478,28.5882542,"Ice Cream, Desserts",400,0,1,1,3.5,Good,27
4242,Grill Master,New Delhi,"1No6, Ground Floor, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.16855716,28.58764742,Fast Food,300,0,1,1,3.7,Good,26
4243,High On Burgers,New Delhi,"57, Opposite Venkateshwara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1691415,28.587529,"Fast Food, Burger",300,0,1,1,3.5,Good,115
4244,Kev's,New Delhi,"298, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1688007,28.5885707,Fast Food,100,0,0,1,3.9,Good,184
4245,Madira,New Delhi,"289, 2nd Floor, South Moti Bagh, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1689183,28.588887,"Cafe, North Indian, Chinese",800,0,0,2,3.6,Good,67
4246,Nature Hut Cafe,New Delhi,"295, Upper Ground Floor, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1691864,28.5888327,"Chinese, Thai, Continental, Fast Food, North Indian",750,1,1,2,3.9,Good,117
4247,Papa Buns,New Delhi,"Shop 286, Satyaniketan, New Delhi","Satyaniketan, New Delhi",0,0,Cafe,250,0,0,1,3.6,Good,25
4248,Pirates of Campus,New Delhi,"1st Floor, Building 9, Opposite Venkateshwar College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1672543,28.5877069,"Cafe, North Indian, Continental, Italian",700,0,1,2,3.7,Good,43
4249,Subway,New Delhi,"284, Main Market, Near Venkateswara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1687371,28.5885208,"American, Fast Food, Salad, Healthy Food",500,0,1,2,3.6,Good,144
4250,Sushiya Express,New Delhi,"Shop 1No, Satyaniketan Market, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1685561,28.5883121,"Sushi, Asian",800,0,1,2,3.7,Good,74
4251,The Chai Story,New Delhi,"292, 1st Floor, Opposite Venkateshwar College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1690516,28.5885957,Cafe,300,0,0,1,3.9,Good,142
4252,The Food Truck Cafe,New Delhi,"Plot 69, Near HDFC Bank ATM, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1679732,28.5881341,Cafe,800,0,0,2,3.9,Good,35
4253,The Punter House,New Delhi,"2nd & 3rd Floor, Building 9, Opposite Venkateshwar College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1672543,28.5877069,"Cafe, Continental, Mexican, Italian, North Indian, Chinese",800,1,0,2,3.7,Good,177
4254,Thikaana,New Delhi,"2, 1st Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1677396,28.5880523,"Cafe, Continental, Italian, Chinese",550,0,0,2,3.6,Good,83
4255,Tin Town Cafí©,New Delhi,"37, Ground Floor, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1676587,28.5880592,"Cafe, North Indian, Continental, Chinese",600,0,1,2,3.9,Good,142
4256,Uptown Cafe,New Delhi,"4-5, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1676138,28.5880101,"Cafe, Continental, Chinese, North Indian, Italian",1000,1,1,3,3.6,Good,244
4257,Vadapav Junction,New Delhi,"Outlet 1, Ground Floor, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1689617,28.5876911,Street Food,150,0,1,1,3.7,Good,48
4258,Pizza Hut Delivery,New Delhi,"Shop 72, Opposite Venkateswara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1679982,28.5881378,"Italian, Pizza",800,0,1,2,2.3,Poor,114
4259,Wrapss,New Delhi,"Shop 123-124, Ground Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1684675,28.5884054,"Chinese, Fast Food",350,0,1,1,2.2,Poor,41
4260,Big Yellow Door,New Delhi,"H-8, Opposite Venkateswara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1675239,28.5879119,"Cafe, Fast Food, Italian",600,0,0,2,4.2,Very Good,3311
4261,Bombay Brunch,New Delhi,"296, Ground Floor, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1691864,28.5888327,"Street Food, South Indian",400,0,1,1,4.1,Very Good,295
4262,Burgrill,New Delhi,"123-124, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1684226,28.5884459,"Burger, Fast Food",450,0,1,1,4.4,Very Good,178
4263,Cafe Kazbaah,New Delhi,"67, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1683221,28.5879999,"Cafe, Italian, Continental",600,0,0,2,4,Very Good,49
4264,Eat Golf Repeat,New Delhi,"11, 2nd Floor, Opposite Venketeshwar College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1671645,28.5877879,"Cafe, Italian, Continental, Mexican",800,0,0,2,4.1,Very Good,37
4265,Espress-o-Ville,New Delhi,"11, Ground Floor, South Moti Bagh, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1672993,28.5876664,"Cafe, Continental, Italian",600,0,0,2,4,Very Good,48
4266,Frosty Rollies,New Delhi,"93, Satya Niketan, Opposite Venkateshwar College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.17,28.59,"Desserts, Ice Cream",250,0,0,1,4,Very Good,44
4267,Pipeline Cafe,New Delhi,"Shop 37, 2nd Floor, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1677935,28.5881169,"Cafe, North Indian, Chinese, Continental",650,0,1,2,4,Very Good,355
4268,QRO Gourmeteriia BY DARK HOUSE KAFE,New Delhi,"9, Ground Floor, Benito Juarez Marg, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1674341,28.5879033,"Cafe, Continental, Italian, Chinese, North Indian",600,0,1,2,4.2,Very Good,349
4269,Superstar Cafí©,New Delhi,"288, Opposite Venkateshwara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.16886461,28.58839226,"Cafe, Continental, Italian",600,0,1,2,4.2,Very Good,530
4270,TBH - The Big House Cafe,New Delhi,"37, 1st Floor, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1679732,28.5882237,"Cafe, Continental, North Indian, Chinese, Mexican",700,0,1,2,4,Very Good,107
4271,The Biryani Co.,New Delhi,"1/33, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1706691,28.5871376,"Hyderabadi, Biryani, North Indian",650,0,1,2,4.2,Very Good,295
4272,Wood Box Cafe,New Delhi,"Shop 288, Opposite Venkateswara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1688719,28.5886682,"Cafe, Fast Food, Italian, Chinese",850,1,1,2,4.1,Very Good,1479
4273,Young Wild Free Cafe,New Delhi,"13, 1st Floor, Opposite Venkateswara College, Satyaniketan, New Delhi","Satyaniketan, New Delhi",77.1671645,28.5877879,"Cafe, Italian, Chinese, Continental",500,0,0,2,4.1,Very Good,658
4274,A-One Green Sweet Corner,New Delhi,"3, Mini Market, Opposite IIT Main Gate, SDA, New Delhi","SDA, New Delhi",77.1996828,28.5512397,"Mithai, Street Food",200,0,0,1,2.9,Average,4
4275,Cake Symphony,New Delhi,"C-1/8, Safdarjung Development Area, SDA, New Delhi","SDA, New Delhi",77.1968157,28.5465265,"Bakery, Desserts",600,0,0,2,3.1,Average,15
4276,Charu Nanda's Home Baked Cakes,New Delhi,"C-2/33, SDA, New Delhi","SDA, New Delhi",77.1964548,28.5462204,"Bakery, Desserts",300,0,0,1,3.1,Average,7
4277,Costa Coffee,New Delhi,"C-15, DDA, Commercial Complex, SDA, New Delhi","SDA, New Delhi",77.1968785,28.5466246,Cafe,600,0,0,2,3.4,Average,53
4278,IndoCheen,New Delhi,"C-21, SDA Market, SDA, New Delhi","SDA, New Delhi",77.1967259,28.5464283,Chinese,500,0,0,2,3.2,Average,49
4279,The Staircase Cafe by Doggy Style,New Delhi,"Shop C-15, Mezzanine Floor, SDA, New Delhi","SDA, New Delhi",77.1967259,28.5463387,"Continental, Italian",700,0,1,2,2.6,Average,100
4280,Twisted Tacos,New Delhi,"Ground Floor, C 7/1, SDA Market, SDA, New Delhi","SDA, New Delhi",77.1969954,28.546723,Mexican,850,0,1,2,3.4,Average,69
4281,Typsy Crow,New Delhi,"C 8, 2nd Floor, SDA, New Delhi","SDA, New Delhi",77.1972261,28.5467864,"North Indian, Continental",1000,0,0,3,2.9,Average,15
4282,Urban Dhaba,New Delhi,"C-6, Opposite IIT Main Gate, SDA, New Delhi","SDA, New Delhi",77.1969505,28.5467635,"North Indian, Chinese, Mughlai",550,0,1,2,2.5,Average,40
4283,Barista,New Delhi,"C-17, SDA Market, SDA, New Delhi","SDA, New Delhi",77.1966218,28.5465078,Cafe,650,0,1,2,3.6,Good,104
4284,Keventers,New Delhi,"C 14, Ground Floor, Community Center, SDA Market, SDA, New Delhi","SDA, New Delhi",77.1968157,28.5465265,Beverages,400,0,0,1,3.6,Good,18
4285,Little Punjab,New Delhi,"C-6, Commercial Complex, SDA, New Delhi","SDA, New Delhi",77.1969056,28.5468937,North Indian,200,0,0,1,3.7,Good,85
4286,Miam,New Delhi,"C 2/33, SDA, New Delhi","SDA, New Delhi",77.1968157,28.5465265,"Bakery, Desserts",800,0,0,2,3.9,Good,47
4287,Tippy Tippy Tap,New Delhi,"Street 3, Patel Garden, Sector 15, Dwarka","Sector 15, Dwarka, New Delhi",77.20319497,28.6707758,"Bakery, Fast Food",300,0,0,1,3.1,Average,9
4288,Alaturka,New Delhi,"G-64, Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21908394,28.52912861,Turkish,600,0,1,2,3.4,Average,202
4289,Chicago Pizza,New Delhi,"G/21-A, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21942861,28.52857541,Pizza,600,0,1,2,3.4,Average,271
4290,Fast Trax,New Delhi,"Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21819479,28.528614,Fast Food,250,0,0,1,3.4,Average,203
4291,Khan Chacha,New Delhi,"G-3, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.2193637,28.5281463,Mughlai,650,0,1,2,3.4,Average,504
4292,Pa Pa Ya,New Delhi,"Dome, Level 4, Select Citywalk, A-3, District Centre, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21869837,28.52845641,"Asian, Chinese, Thai, Japanese",2000,0,0,4,4.7,Excellent,268
4293,Barista,New Delhi,"F-62, 1st Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21923247,28.52843667,Cafe,650,0,0,2,3.6,Good,99
4294,Bings Cafe,New Delhi,"2nd Floor, Select City Walk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21932769,28.52869471,"Korean, Beverages, Desserts",650,1,1,2,3.9,Good,179
4295,Fat Lulu's,New Delhi,"Unit 6, The Square, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21956339,28.52923878,"Pizza, Italian",1250,0,1,3,3.8,Good,298
4296,Harry's Bar + Cafe,New Delhi,"S-4, 2nd Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21951075,28.52911683,"Mediterranean, American, Asian",1600,1,0,3,3.6,Good,392
4297,Joy Luck Moon,New Delhi,"S-1No, 2nd Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21960329,28.52849352,Chinese,1800,1,1,3,3.5,Good,385
4298,Keventers,New Delhi,"Ground Floor, High Street, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21866552,28.52845965,Beverages,400,0,0,1,3.9,Good,383
4299,L'Opera,New Delhi,"G-47, Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21894782,28.52872505,"Bakery, Desserts, Fast Food",400,0,1,1,3.8,Good,157
4300,Pita Pit,New Delhi,"2nd Floor, My Square Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21956339,28.52923878,"Healthy Food, Salad",600,0,1,2,3.7,Good,217
4301,Saravana Bhavan,New Delhi,"Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21873961,28.52853329,South Indian,500,0,0,2,3.9,Good,197
4302,Starbucks,New Delhi,"Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21905142,28.52862637,Cafe,700,0,0,2,3.9,Good,725
4303,The Coffee Bean & Tea Leaf,New Delhi,"1st Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.2193637,28.5285945,Cafe,700,0,0,2,3.7,Good,417
4304,The Coffee Bean & Tea Leaf,New Delhi,"2nd Floor, Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21935116,28.52866378,Cafe,700,0,0,2,3.6,Good,127
4305,Habibi Express,New Delhi,"My Square Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21961837,28.52876718,"Lebanese, Arabian, Moroccan",900,0,1,2,2.2,Poor,122
4306,Andrea's Eatery,New Delhi,"Shop 48A-51, First Floor, District Centre, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21872788,28.52832061,"Italian, Mexican, Spanish, Thai, Vietnamese, Indonesian, American",2000,1,0,4,4.3,Very Good,130
4307,Drool Waffles,New Delhi,"2nd Floor, My Square Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.2194535,28.52941,Desserts,500,0,0,2,4.2,Very Good,228
4308,Elma's at Good Earth,New Delhi,"3rd Floor, Select Citywalk Mall, Inside Good Earth Store, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21925493,28.52860163,"Cafe, Continental, Italian",1500,1,0,3,4,Very Good,61
4309,Hí_agen-Dazs,New Delhi,"E-4W, Ground Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.219309,28.529136,"Desserts, Ice Cream",700,0,0,2,4,Very Good,649
4310,Krispy Kreme,New Delhi,"1st Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21951913,28.5292155,"Desserts, Beverages",350,0,1,1,4,Very Good,734
4311,Movenpick,New Delhi,"2nd Floor, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21938971,28.52869412,"Ice Cream, Desserts",650,0,1,2,4,Very Good,135
4312,Punjab Grill,New Delhi,"2nd Floor, Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket, New Delhi",77.21932769,28.52869471,"North Indian, Mughlai",1950,1,1,3,4.2,Very Good,1971
4313,Aapka Bhojanalaya,New Delhi,"136/3, Main Road, Maujpur, Shahdara, New Delhi","Shahdara, New Delhi",77.2730427,28.6894334,"North Indian, Fast Food, South Indian",200,0,0,1,2.8,Average,5
4314,Aayana Foods,New Delhi,"115, Nehar Bazar, Maujpur, Shahdara, New Delhi","Shahdara, New Delhi",77.27560167,28.684835,"North Indian, Mughlai",450,0,0,1,3.1,Average,14
4315,Aggarwal Sweet India,New Delhi,"Main Nathu Colony Chowk, 1NoNo Feet Road, Shahdara, New Delhi","Shahdara, New Delhi",77.291919,28.689547,"Mithai, Street Food",100,0,0,1,2.9,Average,4
4316,Amchur,New Delhi,"1/6966, Babarpur Road, Shivaji Park, Shahdara, New Delhi","Shahdara, New Delhi",77.2858644,28.6816566,North Indian,450,0,0,1,2.9,Average,6
4317,Anand Ji de Choley Bhatoore,New Delhi,"Opposite Green Field School, Naveen, Shahdara, New Delhi","Shahdara, New Delhi",77.2833919,28.6778187,North Indian,150,0,0,1,2.7,Average,5
4318,Annapoorna,New Delhi,"Loni Road, Near Red Light, Shahdara, New Delhi","Shahdara, New Delhi",77.2919252,28.6890869,Street Food,100,0,0,1,3.1,Average,19
4319,Big Bite,New Delhi,"Z 1, Naveen, Shahdara, New Delhi","Shahdara, New Delhi",77.2849008,28.6771305,"North Indian, Chinese, Fast Food",300,0,0,1,3,Average,22
4320,Ceaser Fast Food Centre,New Delhi,"C-1, Naveen, Shahdara, New Delhi","Shahdara, New Delhi",77.2858595,28.6765638,"North Indian, Mughlai",500,0,0,2,2.8,Average,9
4321,Chanana Ice Cream Parlour,New Delhi,"1539, Hanuman Road, Rohtas Nagar, Shahdara, New Delhi","Shahdara, New Delhi",77.2882128,28.6786503,Ice Cream,100,0,0,1,2.9,Average,4
4322,Chaska,New Delhi,"C-37, Near Shanti Nursing Home, Naveen Shahdara, Panchsheel Garden, Shahdara, New Delhi","Shahdara, New Delhi",77.28182551,28.6780127,North Indian,250,0,0,1,3,Average,10
4323,Chowranghee,New Delhi,"C-1, Main Market, Naveen Shahdara, Shahdara, New Delhi","Shahdara, New Delhi",77.2857063,28.6764855,Fast Food,300,0,0,1,2.9,Average,4
4324,Darbaar Chicken,New Delhi,"66, Main Road, Maujpur, Shahdara, New Delhi","Shahdara, New Delhi",77.2764747,28.686874,"North Indian, Mughlai",550,0,0,2,3,Average,14
4325,Dilli Darbar,New Delhi,"C-448, Main 1NoNo Feet Road, Chajjupur, Durgapuri, Shahdara, New Delhi","Shahdara, New Delhi",77.2866681,28.6895052,"North Indian, Chinese, South Indian",400,0,0,1,3.3,Average,34
4326,DomiNo's Pizza,New Delhi,"B-1No, Ground Floor, Adjacent ICICI Bank, Jyoti Nagar, Shahdara, New Delhi","Shahdara, New Delhi",77.2917395,28.6917695,"Pizza, Fast Food",700,0,0,2,2.8,Average,31
4327,Empire,New Delhi,"1551, Bhagat Singh Market, Babarpur Road, Shahdara, New Delhi","Shahdara, New Delhi",77.2886473,28.6776481,Street Food,100,0,0,1,2.9,Average,5
4328,Giani,New Delhi,"C 2/165, Behind Government School, Yamuna Vihar, Near Shahdara, Shahdara, New Delhi","Shahdara, New Delhi",77.2768369,28.7004755,"Ice Cream, Desserts",400,0,0,1,3.1,Average,8
4329,Goldy Da Dhaba,New Delhi,"1/9151 West Rohtash Nagar, Shahdara, New Delhi","Shahdara, New Delhi",77.288283,28.677394,North Indian,300,0,0,1,3,Average,6
4330,Gufa Restaurant,New Delhi,"Shop 25No, Main Babarpur Chowk, Shahdara, New Delhi","Shahdara, New Delhi",77.2784798,28.6890835,"Chinese, North Indian",300,0,0,1,3.2,Average,14
4331,Gulshan,New Delhi,"Near Taxi Stand, Shahdara, New Delhi","Shahdara, New Delhi",77.2904437,28.67574,North Indian,600,0,0,2,3.3,Average,25
4332,Hira Sweets,New Delhi,"1157/1, Main Road, Rohtash Nagar, Shahdara, New Delhi","Shahdara, New Delhi",77.2889304,28.6775448,Mithai,200,0,0,1,3.3,Average,19
4333,Hot Shop,New Delhi,"E1, Naveen Shahdara, Shahdara, New Delhi","Shahdara, New Delhi",77.286891,28.6760803,Chinese,300,0,0,1,3.3,Average,27
